id,persona,kpi,difficulty,synthetic_questions
19,Member Analytics Lead; Executive Leadership,Average Account Tenure; Member Lifetime Value (proxy),medium,What is the account tenure distribution for members with and without a loan product?
19,Member Analytics Lead; Executive Leadership,Average Account Tenure; Member Lifetime Value (proxy),medium,What is the ratio of accounts exceeding a 5-year tenure broken down by member age group?
19,Member Analytics Lead; Executive Leadership,Average Account Tenure; Member Lifetime Value (proxy),medium,How does average account tenure differ between members who have interacted with digital channels versus those who haven't?
19,Member Analytics Lead; Executive Leadership,Average Account Tenure; Member Lifetime Value (proxy),medium,Which top 10 member occupation segments have the longest running accounts as of this year?
19,Member Analytics Lead; Executive Leadership,Average Account Tenure; Member Lifetime Value (proxy),medium,"What is the member lifetime value for accounts with recorded notes compared to those without, over the last 2 years?"
19,Member Analytics Lead; Executive Leadership,Average Account Tenure; Member Lifetime Value (proxy),medium,"Among accounts opened in the last 5 years, which account opening channels correlate with higher lifetime value after 12 months?"
19,Member Analytics Lead; Executive Leadership,Average Account Tenure; Member Lifetime Value (proxy),medium,What are the average tenures of members who have both a loan and a card compared to those with only one product?
19,Member Analytics Lead; Executive Leadership,Average Account Tenure; Member Lifetime Value (proxy),medium,How does the average account tenure differ between members who have received a comment or share on their account record versus those who have not?
20,Member Analytics Lead; Product Manager,Active Account Tenure; Retention Duration,medium,"What is the average retention duration for accounts grouped by product type (e.g. loan, card, share)?"
20,Member Analytics Lead; Product Manager,Active Account Tenure; Retention Duration,medium,Which member age groups have the longest median active account tenure?
20,Member Analytics Lead; Product Manager,Active Account Tenure; Retention Duration,medium,"For accounts opened in the last 3 years, which geographical regions have the highest retention duration?"
20,Member Analytics Lead; Product Manager,Active Account Tenure; Retention Duration,medium,What is the retention duration comparison between members with and without loan products?
20,Member Analytics Lead; Product Manager,Active Account Tenure; Retention Duration,medium,"For accounts with more than three comments or notes, how does the median tenure differ from other accounts?"
20,Member Analytics Lead; Product Manager,Active Account Tenure; Retention Duration,medium,Rank the top 5 account origination channels by their average account retention duration.
20,Member Analytics Lead; Product Manager,Active Account Tenure; Retention Duration,medium,"Compare the retention duration between accounts with credit cards and those without, segmented by account opening year."
20,Member Analytics Lead; Product Manager,Active Account Tenure; Retention Duration,medium,"For members who interacted with support (via NOTE or COMMENT tables), how does their retention duration compare to those who did not?"
20,Member Analytics Lead; Product Manager,Active Account Tenure; Retention Duration,medium,What account tenure patterns exist for members who have shared (via SHARE table) their account information in the past year?
20,Member Analytics Lead; Product Manager,Active Account Tenure; Retention Duration,medium,"Among accounts with tracking activity in the past 6 months, what is the distribution of account tenures grouped by primary product type?"
21,Product Manager; Risk Manager,Monthly Closure Rate; Product Attrition Rate,medium,"What is the monthly closure rate of accounts segmented by product type (LOAN, CARD, SHARE) over the past 12 months?"
21,Product Manager; Risk Manager,Monthly Closure Rate; Product Attrition Rate,medium,How does product attrition rate compare between segments with and without recorded TRACKING events in the past quarter?
21,Product Manager; Risk Manager,Monthly Closure Rate; Product Attrition Rate,medium,Rank the top 5 branches by account closure rate in the last 6 months using data from ACCOUNT and ACCOUNT branch information.
21,Product Manager; Risk Manager,Monthly Closure Rate; Product Attrition Rate,medium,What is the product attrition rate by customer age group for CARD and LOAN products over the past year?
21,Product Manager; Risk Manager,Monthly Closure Rate; Product Attrition Rate,medium,What percentage of closed accounts had at least one NOTE added in the 30 days prior to closure?
21,Product Manager; Risk Manager,Monthly Closure Rate; Product Attrition Rate,medium,Compare monthly closure rates between accounts with active LOAN products and those without for the current and previous year.
21,Product Manager; Risk Manager,Monthly Closure Rate; Product Attrition Rate,medium,"Group the monthly product attrition rate based on ACCOUNT type (e.g., individual vs. business) in the last 12 months."
21,Product Manager; Risk Manager,Monthly Closure Rate; Product Attrition Rate,medium,What is the closure rate for accounts with multiple product holdings (CARD and LOAN) versus single product holdings in the last 3 months?
21,Product Manager; Risk Manager,Monthly Closure Rate; Product Attrition Rate,medium,"For accounts with more than three COMMENTS logged, what is the monthly attrition rate compared to those with fewer COMMENTS?"
21,Product Manager; Risk Manager,Monthly Closure Rate; Product Attrition Rate,medium,"What is the breakdown of closure rates by primary product (CARD, LOAN, SHARE) for accounts that have had at least one MEMBER record added in the past 6 months?"
22,Member Analytics Lead; CRO,Long-Tenure Account %; Dormant vs Active Ratio,medium,"What is the percentage of long-tenure accounts with at least one loan product compared to those without, grouped by tenure bracket (e.g., 1-3 years, 3-5 years, 5+ years)?"
22,Member Analytics Lead; CRO,Long-Tenure Account %; Dormant vs Active Ratio,medium,What is the ratio of dormant to active accounts segmented by card ownership status (has credit card vs. no credit card) within the past year?
22,Member Analytics Lead; CRO,Long-Tenure Account %; Dormant vs Active Ratio,medium,"Among accounts created more than five years ago, what percentage have had no share transactions in the past 12 months, grouped by product type?"
22,Member Analytics Lead; CRO,Long-Tenure Account %; Dormant vs Active Ratio,medium,How does the dormant vs. active account ratio differ between members who have left comments in the last 6 months and those who have not?
22,Member Analytics Lead; CRO,Long-Tenure Account %; Dormant vs Active Ratio,medium,"What is the trend in dormant account ratio over the last three years, broken down by loan ownership status?"
22,Member Analytics Lead; CRO,Long-Tenure Account %; Dormant vs Active Ratio,medium,"For each branch, what is the ranked list of top 5 segments by long-tenure account percentage based on account type (savings, current, etc.)?"
22,Member Analytics Lead; CRO,Long-Tenure Account %; Dormant vs Active Ratio,medium,"Which account age group (in years) has the highest ratio of dormant to active accounts, and how does this compare to the overall ratio?"
22,Member Analytics Lead; CRO,Long-Tenure Account %; Dormant vs Active Ratio,medium,What is the breakdown of active vs. dormant accounts among members with at least one note added in the past year?
22,Member Analytics Lead; CRO,Long-Tenure Account %; Dormant vs Active Ratio,medium,"For all accounts with both a loan and card, what percentage are dormant versus active, grouped by member age band?"
22,Member Analytics Lead; CRO,Long-Tenure Account %; Dormant vs Active Ratio,medium,"Comparing accounts opened in the last 2 years vs. over 5 years ago, what is the ratio of dormant to active accounts in each group?"
23,Executive Leadership; CRO,Product Mix %; Portfolio Allocation,medium,"What is the distribution of product types (loan, card, share) by account segment for the last quarter?"
23,Executive Leadership; CRO,Product Mix %; Portfolio Allocation,medium,Which top 5 product types contribute most to the overall portfolio allocation by total account balance?
23,Executive Leadership; CRO,Product Mix %; Portfolio Allocation,medium,How did the product mix percentage change by branch location compared to the previous quarter?
23,Executive Leadership; CRO,Product Mix %; Portfolio Allocation,medium,What is the average share of each product category within high-value accounts segmented by customer region?
23,Executive Leadership; CRO,Product Mix %; Portfolio Allocation,medium,Which customer age groups hold the highest proportion of loan products versus card products?
23,Executive Leadership; CRO,Product Mix %; Portfolio Allocation,medium,What is the ratio of active loans to total accounts across different account types this month?
23,Executive Leadership; CRO,Product Mix %; Portfolio Allocation,medium,What percentage of total portfolio value comes from customers with more than two different product holdings?
23,Executive Leadership; CRO,Product Mix %; Portfolio Allocation,medium,Which 3 product types experienced the largest change in allocation within the portfolio over the past 6 months?
23,Executive Leadership; CRO,Product Mix %; Portfolio Allocation,medium,How does the product mix percentage differ between new and existing members added this year?
23,Executive Leadership; CRO,Product Mix %; Portfolio Allocation,medium,"What is the product allocation per member segment (e.g., personal, business) and how does it compare to last year?"
24,CEO; COO; Board; CRO,"Composite Health Score (Capital, Asset Quality, Earnings, Liquidity, Growth)",medium,"What is the ratio of non-performing loans to total loans over the past quarter, grouped by loan type?"
24,CEO; COO; Board; CRO,"Composite Health Score (Capital, Asset Quality, Earnings, Liquidity, Growth)",medium,How has the average deposit growth rate changed year-over-year for the top 10% of accounts by balance?
24,CEO; COO; Board; CRO,"Composite Health Score (Capital, Asset Quality, Earnings, Liquidity, Growth)",medium,"What percentage of accounts have a credit card utilization above 80%, segmented by credit score band?"
24,CEO; COO; Board; CRO,"Composite Health Score (Capital, Asset Quality, Earnings, Liquidity, Growth)",medium,"Among all accounts, what is the average liquidity ratio by customer segment (e.g., retail vs. corporate) over the last 12 months?"
24,CEO; COO; Board; CRO,"Composite Health Score (Capital, Asset Quality, Earnings, Liquidity, Growth)",medium,"Which top 5 product types, based on volume, contributed most to net earnings growth in the previous fiscal year?"
24,CEO; COO; Board; CRO,"Composite Health Score (Capital, Asset Quality, Earnings, Liquidity, Growth)",medium,"Compare asset quality trends by region over the last two years, using delinquency rates on loan accounts."
24,CEO; COO; Board; CRO,"Composite Health Score (Capital, Asset Quality, Earnings, Liquidity, Growth)",medium,What is the breakdown of capital adequacy ratios across different account tiers as of the latest reporting period?
24,CEO; COO; Board; CRO,"Composite Health Score (Capital, Asset Quality, Earnings, Liquidity, Growth)",medium,"Identify the rank order of branches based on account growth rates, filtering for branches established within the last three years."
24,CEO; COO; Board; CRO,"Composite Health Score (Capital, Asset Quality, Earnings, Liquidity, Growth)",medium,"What proportion of new loan accounts opened in the last 6 months have defaulted, grouped by loan size category?"
24,CEO; COO; Board; CRO,"Composite Health Score (Capital, Asset Quality, Earnings, Liquidity, Growth)",medium,How does the monthly liquidity coverage ratio differ between retail and business accounts for the current year?
25,Risk Manager; Finance Manager,High-Balance Exposure; Concentration Risk,medium,What percentage of total loan exposure is concentrated in the top 5% of accounts by balance over the last 12 months?
25,Risk Manager; Finance Manager,High-Balance Exposure; Concentration Risk,medium,"Which three customer industry sectors have the highest aggregate account balances, and what is their share of total exposure?"
25,Risk Manager; Finance Manager,High-Balance Exposure; Concentration Risk,medium,How does the distribution of high-balance accounts (above institution limit) vary by region for the most recent quarter?
25,Risk Manager; Finance Manager,High-Balance Exposure; Concentration Risk,medium,"For accounts with a balance exceeding $1 million, what is the breakdown by account type (loan, card, share) in the past year?"
25,Risk Manager; Finance Manager,High-Balance Exposure; Concentration Risk,medium,Compare the concentration risk ratio between the top 10 largest accounts and the rest of the portfolio by month in 2023.
25,Risk Manager; Finance Manager,High-Balance Exposure; Concentration Risk,medium,"Which five branches currently hold the highest combined high-balance account exposures, and what is the cumulative value?"
25,Risk Manager; Finance Manager,High-Balance Exposure; Concentration Risk,medium,"What is the number and proportion of accounts exceeding single obligor exposure limits, grouped by credit grade category?"
25,Risk Manager; Finance Manager,High-Balance Exposure; Concentration Risk,medium,How has the number of high-balance accounts (above 95th percentile) changed quarter-over-quarter in the last 8 quarters?
25,Risk Manager; Finance Manager,High-Balance Exposure; Concentration Risk,medium,What share of total exposure is attributed to group accounts (joined via MEMBER table) versus individual accounts in 2023?
25,Risk Manager; Finance Manager,High-Balance Exposure; Concentration Risk,medium,"Rank the top five customers by total exposure, including balances from ACCOUNT, LOAN, and CARD, as of December 31, 2023."
26,Fraud Analyst; Risk Manager,Transfer Limit Exposure; Operational Risk Indicator,medium,"What is the monthly percentage of accounts where daily transfer limits were exceeded, grouped by branch location?"
26,Fraud Analyst; Risk Manager,Transfer Limit Exposure; Operational Risk Indicator,medium,Which account types have the highest average transfer limit utilization ratio over the past quarter?
26,Fraud Analyst; Risk Manager,Transfer Limit Exposure; Operational Risk Indicator,medium,"List the top 10 accounts with the largest single-day transfer amounts, including their corresponding customer segment."
26,Fraud Analyst; Risk Manager,Transfer Limit Exposure; Operational Risk Indicator,medium,"For the last 6 months, what is the trend of operational risk events related to exceeding transfer limits, grouped by product type?"
26,Fraud Analyst; Risk Manager,Transfer Limit Exposure; Operational Risk Indicator,medium,Rank branches by the number of operational incidents caused by transfers above set limits in the past year.
26,Fraud Analyst; Risk Manager,Transfer Limit Exposure; Operational Risk Indicator,medium,Compare the transfer limit exposures of accounts with active loans versus those without for the current fiscal year.
26,Fraud Analyst; Risk Manager,Transfer Limit Exposure; Operational Risk Indicator,medium,What is the breakdown of transfer limit utilizations by risk rating for new accounts opened in the last 90 days?
26,Fraud Analyst; Risk Manager,Transfer Limit Exposure; Operational Risk Indicator,medium,"Identify the percentage of accounts that modified their transfer limits more than twice this year, grouped by account status."
26,Fraud Analyst; Risk Manager,Transfer Limit Exposure; Operational Risk Indicator,medium,"What is the ratio of failed versus successful transfer attempts due to limit breaches in the last month, segmented by channel (online, branch, ATM)?"
26,Fraud Analyst; Risk Manager,Transfer Limit Exposure; Operational Risk Indicator,medium,"Among accounts with high operational risk indicators, which customer age groups have the highest average exposure to transfer limits?"
27,Fraud Analyst; Card Product Manager,ATM Utilization Rate; Limit Utilization Anomaly,medium,"What is the ATM utilization rate by region over the last quarter, segmented by card type?"
27,Fraud Analyst; Card Product Manager,ATM Utilization Rate; Limit Utilization Anomaly,medium,Which cardholder segments (based on account type from PUBLIC.ACCOUNT) have the highest percentage of ATM transactions exceeding 80% of their card limit this month?
27,Fraud Analyst; Card Product Manager,ATM Utilization Rate; Limit Utilization Anomaly,medium,"Rank ATM locations by frequency of transactions where withdrawal amounts are above the daily card limit, using data joined from PUBLIC.CARD and PUBLIC.ACCOUNT."
27,Fraud Analyst; Card Product Manager,ATM Utilization Rate; Limit Utilization Anomaly,medium,What percentage of accounts in PUBLIC.ACCOUNT have used more than 90% of their card limit at least once in the past six months?
27,Fraud Analyst; Card Product Manager,ATM Utilization Rate; Limit Utilization Anomaly,medium,Compare ATM utilization rates for members (from PUBLIC.MEMBER) who hold multiple card products versus those with only one card product over the last year.
27,Fraud Analyst; Card Product Manager,ATM Utilization Rate; Limit Utilization Anomaly,medium,Group accounts in PUBLIC.ACCOUNT by account type and compare the average ATM withdrawal-to-card limit ratio across these groups for the recent quarter.
27,Fraud Analyst; Card Product Manager,ATM Utilization Rate; Limit Utilization Anomaly,medium,"Identify the top 10 card holders from PUBLIC.CARD with the highest number of limit utilization anomalies last month, joined with their member status from PUBLIC.MEMBER."
27,Fraud Analyst; Card Product Manager,ATM Utilization Rate; Limit Utilization Anomaly,medium,What is the month-over-month change in ATM withdrawal frequency for each card type in PUBLIC.CARD among loan account holders (from PUBLIC.LOAN)?
27,Fraud Analyst; Card Product Manager,ATM Utilization Rate; Limit Utilization Anomaly,medium,Calculate and rank the percentage of accounts per branch (from PUBLIC.ACCOUNT) that had an ATM withdrawal exceeding 70% of their available credit limit in the last three months.
27,Fraud Analyst; Card Product Manager,ATM Utilization Rate; Limit Utilization Anomaly,medium,"Among active accounts, what is the breakdown of ATM utilization rate by share type (from PUBLIC.SHARE) over the previous quarter?"
28,Risk & Credit Analytics Manager; CRO; Compliance Officer,90+ DPD Rate; Delinquency Ratio; Non-Performing Loan %,hard,"What proportion of CURRENT high-utilization cardholders (utilization >80%) have transitioned to 90+ DPD loans over the past 6 months, segmented by product type and origination channel?"
28,Risk & Credit Analytics Manager; CRO; Compliance Officer,90+ DPD Rate; Delinquency Ratio; Non-Performing Loan %,hard,"For members with multiple loan products, how does the roll rate to 90+ DPD differ between single-product and multi-product account holders when controlling for past due history in the last 12 months?"
28,Risk & Credit Analytics Manager; CRO; Compliance Officer,90+ DPD Rate; Delinquency Ratio; Non-Performing Loan %,hard,"Which top 5 customer segments, based on income band and account age, exhibit the highest month-over-month growth in Non-Performing Loan %, and are there early-warning behavioral signals (note/comment patterns) evident in these segments?"
28,Risk & Credit Analytics Manager; CRO; Compliance Officer,90+ DPD Rate; Delinquency Ratio; Non-Performing Loan %,hard,"How does concentration risk in the top 10% largest loan exposures correlate with subsequent delinquency ratio spikes, examining time-lagged effects over the last four quarters?"
28,Risk & Credit Analytics Manager; CRO; Compliance Officer,90+ DPD Rate; Delinquency Ratio; Non-Performing Loan %,hard,"Among accounts with recent negative comments or notes (last 60 days), what is the forward 3-month transition rate to 90+ DPD compared to accounts without negative remarks?"
28,Risk & Credit Analytics Manager; CRO; Compliance Officer,90+ DPD Rate; Delinquency Ratio; Non-Performing Loan %,hard,"What are the seasonal or cyclical patterns in delinquency ratio trends by product (LOAN, CARD, SHARE) over the past 24 months, and are there specific periods with statistically significant increases in transitions to 90+ DPD?"
28,Risk & Credit Analytics Manager; CRO; Compliance Officer,90+ DPD Rate; Delinquency Ratio; Non-Performing Loan %,hard,"For accounts exhibiting a sudden increase in transaction activity (TRACKING table) immediately prior to delinquency, what behavioral risk indicators can be identified, and how do these compare to historic NPL cases?"
28,Risk & Credit Analytics Manager; CRO; Compliance Officer,90+ DPD Rate; Delinquency Ratio; Non-Performing Loan %,hard,"How does the roll rate to 90+ DPD vary for new accounts (opened within the past 12 months) vs. seasoned accounts, when segmented by initial credit grade or risk rating at origination?"
28,Risk & Credit Analytics Manager; CRO; Compliance Officer,90+ DPD Rate; Delinquency Ratio; Non-Performing Loan %,hard,"Which account segments (by sector, geography, or employer in MEMBER table) have materially worsening Non-Performing Loan % over the last quarter, and what are the associated early-warning account activities observed?"
28,Risk & Credit Analytics Manager; CRO; Compliance Officer,90+ DPD Rate; Delinquency Ratio; Non-Performing Loan %,hard,"Is there an identifiable uptick in delinquency ratio among accounts converted from non-delinquent to delinquent status following a specific product upgrade or cross-sell event (JOIN on LOAN, CARD), and does this correlate with any changes in account notes or tracking activities?"
29,Finance / Treasury Manager; Branch / Regional Manager,Total Deposit Balance by Geography; Concentration Risk,hard,"How has the top 5% of deposit account holders by balance changed month-over-month in each region during the past 12 months, and what is their cumulative share of total deposits?"
29,Finance / Treasury Manager; Branch / Regional Manager,Total Deposit Balance by Geography; Concentration Risk,hard,Identify accounts or geographic segments showing a 25% or more decline in average daily deposit balances over two consecutive quarters—what early-warning indicators are prevalent in these segments?
29,Finance / Treasury Manager; Branch / Regional Manager,Total Deposit Balance by Geography; Concentration Risk,hard,"What is the dependency ratio of total deposit balance on the top 10 depositors within each region, and how does this risk evolve quarterly against overall deposit inflows and outflows?"
29,Finance / Treasury Manager; Branch / Regional Manager,Total Deposit Balance by Geography; Concentration Risk,hard,Analyze whether new product launches (by product type and region) have led to increasing concentration of deposit balances within narrowly defined customer segments over the past year.
29,Finance / Treasury Manager; Branch / Regional Manager,Total Deposit Balance by Geography; Concentration Risk,hard,"Which regions exhibit a statistically significant increase in high balance account closures relative to the total number of accounts, and how does this affect regional deposit concentration risk?"
29,Finance / Treasury Manager; Branch / Regional Manager,Total Deposit Balance by Geography; Concentration Risk,hard,"With respect to seasonal or cyclical trends, are there regions where withdrawal activity consistently exceeds deposit activity among large account holders, threatening aggregate deposit stability?"
29,Finance / Treasury Manager; Branch / Regional Manager,Total Deposit Balance by Geography; Concentration Risk,hard,"Segment deposit accounts by industry (from ACCOUNT/MEMBER in LOOKUP) and measure which industries are contributing to increased deposit concentration, and how this changes during periods of macroeconomic stress."
29,Finance / Treasury Manager; Branch / Regional Manager,Total Deposit Balance by Geography; Concentration Risk,hard,"For regions with the highest deposit balances, what is the volatility of the top decile of deposit accounts compared to the regional average, and how does this correlate to overall concentration risk levels?"
29,Finance / Treasury Manager; Branch / Regional Manager,Total Deposit Balance by Geography; Concentration Risk,hard,Cross-reference deposit balances in regions with corresponding loan exposures from the LOAN table: where do we see deposit concentrations highly correlated with credit risk concentrations?
29,Finance / Treasury Manager; Branch / Regional Manager,Total Deposit Balance by Geography; Concentration Risk,hard,"Identify time periods and regions with a sudden influx or exodus of high balance accounts, and perform root cause analysis using linked COMMENT or TRACKING data for underlying behavioral risk signals."
30,Product Manager; Member Analytics Lead,Early Closure Rate; Account Churn (≤90 days),hard,"Which product types (loan, card, share) exhibit the highest early closure rate within 90 days when segmented by customer age, geography, and acquisition channel over the last four quarters?"
30,Product Manager; Member Analytics Lead,Early Closure Rate; Account Churn (≤90 days),hard,"What transaction behavior patterns (frequency, volume, monetary value) in the first 30 days post-account opening strongly correlate with early account churn, after normalizing for demographic and product mix?"
30,Product Manager; Member Analytics Lead,Early Closure Rate; Account Churn (≤90 days),hard,How does early closure risk distribute among accounts with multiple product holdings versus single product holders when analyzed over time by cohort and engagement (note/comment activity) levels?
30,Product Manager; Member Analytics Lead,Early Closure Rate; Account Churn (≤90 days),hard,"What are the top 5 customer segments (e.g., by risk score, occupation, or credit profile) with the highest 90-day closure rates, and how have their proportions shifted in the last 18 months?"
30,Product Manager; Member Analytics Lead,Early Closure Rate; Account Churn (≤90 days),hard,"Can we identify leading behavioral indicators—such as reduced digital interaction or inbound complaint notes—in the 14 days preceding early closure compared to active accounts, controlling for account type?"
30,Product Manager; Member Analytics Lead,Early Closure Rate; Account Churn (≤90 days),hard,"How concentrated is the early closure risk among large-value deposit accounts versus low-value ones, and what is the potential impact on funding liquidity if these trends persist or accelerate?"
30,Product Manager; Member Analytics Lead,Early Closure Rate; Account Churn (≤90 days),hard,To what extent does the presence of unresolved service comments or complaints (from PUBLIC.COMMENT) within the first 14 days increase the likelihood of account churn in the ≤90-day window across key customer segments?
30,Product Manager; Member Analytics Lead,Early Closure Rate; Account Churn (≤90 days),hard,"What percentage of early-closed accounts had low to no cross-sell activity (no linked loan or card) within the first 60 days, and how does this compare to the retention rates of accounts with multiple linked products?"
30,Product Manager; Member Analytics Lead,Early Closure Rate; Account Churn (≤90 days),hard,"Is there a statistically significant difference in early closure rates for customers who received proactive onboarding follow-up (tracked in PUBLIC.NOTE/TRACKING), versus those who did not, when analyzed by product and channel?"
30,Product Manager; Member Analytics Lead,Early Closure Rate; Account Churn (≤90 days),hard,"Among early-closed accounts, what time-based trend analysis reveals spikes after specific operational or regulatory events, and which member characteristics were most common in these spike cohorts?"
31,Finance Manager; CRO; Product Manager,Portfolio Mix %; Credit Card Exposure by Balance,hard,"How has the proportion of high-balance credit card accounts to total unsecured exposures evolved by customer risk segment over the past 12 months, and what early-warning indicators of stress (e.g., increasing minimum payments or delinquencies) are observable within each segment?"
31,Finance Manager; CRO; Product Manager,Portfolio Mix %; Credit Card Exposure by Balance,hard,"Can we identify clusters of customers with rapidly increasing credit card balances over the past three quarters, segmented by industry or region, and analyze corresponding product holding patterns to detect concentrated behavioral risk?"
31,Finance Manager; CRO; Product Manager,Portfolio Mix %; Credit Card Exposure by Balance,hard,"For accounts with both loan and card products, what is the trend in total unsecured exposure versus overall portfolio mix, and how do repayment delinquencies in credit card products correlate with increased utilization rates and subsequent cross-product default risk?"
31,Finance Manager; CRO; Product Manager,Portfolio Mix %; Credit Card Exposure by Balance,hard,"What percentage of the overall credit card exposure is attributable to the top 5% of accounts by balance, and how has this exposure concentration changed over rolling 6-month periods in line with regulatory thresholds?"
31,Finance Manager; CRO; Product Manager,Portfolio Mix %; Credit Card Exposure by Balance,hard,"How do early repayment behaviors, frequent overdrafts, and increases in revolving balances interact (using tracking and comment data) for customers exhibiting a shift in portfolio mix exceeding 10% towards credit card products in a fiscal year?"
31,Finance Manager; CRO; Product Manager,Portfolio Mix %; Credit Card Exposure by Balance,hard,"What is the incidence of customers who, following a share or note-related financial hardship event within the past year, increased their credit card utilization, and how does this relate to subsequent portfolio mix changes and exposure risk?"
31,Finance Manager; CRO; Product Manager,Portfolio Mix %; Credit Card Exposure by Balance,hard,"For each risk score segment (from lookup or member data), how does the migration of customers into higher balance brackets for credit cards compare to similar migrations in the loan portfolio, and what does this indicate about short-term behavioral risk trends?"
31,Finance Manager; CRO; Product Manager,Portfolio Mix %; Credit Card Exposure by Balance,hard,"Can we detect an increase in concentration risk by analyzing the co-occurrence of high credit card exposure and multiple open product types on the same account, and how has this trend shifted relative to macroeconomic stress periods?"
31,Finance Manager; CRO; Product Manager,Portfolio Mix %; Credit Card Exposure by Balance,hard,"Among accounts with a recent spike in credit card balance (top decile by growth rate), what share had previous portfolio mix dominated by secured lending products, and does this migration signal increased systemic risk?"
31,Finance Manager; CRO; Product Manager,Portfolio Mix %; Credit Card Exposure by Balance,hard,How effective are our early-warning triggers (based on member commentary or tracking events) at predicting downstream surges in credit card exposure by balance and resultant adverse changes in overall portfolio mix composition?
32,Member Analytics Lead; Compliance Officer,Dormant Account Rate; Inactivity Ratio,hard,"What are the top three member segments (by age, income, or region) showing the highest month-over-month increase in dormant accounts, and how do their transaction patterns on loans, cards, and shares compare prior to dormancy?"
32,Member Analytics Lead; Compliance Officer,Dormant Account Rate; Inactivity Ratio,hard,"Which products (loan, card, share) have the highest concentration of first-time inactivity flags in the last quarter, and what proportion of these are linked to members who interacted with COMMENT, NOTE, or TRACKING tables indicating potential disengagement?"
32,Member Analytics Lead; Compliance Officer,Dormant Account Rate; Inactivity Ratio,hard,"Can we identify clusters of accounts exhibiting consecutive periods of decreasing transaction frequency before becoming dormant, and do these clusters correlate with any specific member demographics or product holdings?"
32,Member Analytics Lead; Compliance Officer,Dormant Account Rate; Inactivity Ratio,hard,"Over the past 12 months, which branches or channels have the highest relative growth in inactivity ratio, and is this associated with changes in service patterns, complaint/comment trends, or product launches?"
32,Member Analytics Lead; Compliance Officer,Dormant Account Rate; Inactivity Ratio,hard,"Is there a significant lag between the last tracked customer interaction (from TRACKING, NOTE, or COMMENT tables) and account dormancy across different segments, suggesting early warning opportunities for proactive engagement?"
32,Member Analytics Lead; Compliance Officer,Dormant Account Rate; Inactivity Ratio,hard,"Among members holding multiple product types (e.g., loan plus card plus share), which combination demonstrates the most resilience against dormancy, and what behavioral indicators (e.g., share-to-loan ratio) predict account longevity?"
32,Member Analytics Lead; Compliance Officer,Dormant Account Rate; Inactivity Ratio,hard,"How does the distribution of dormant accounts by product type and tenure compare to the overall portfolio, and are there product-specific cohorts where inactivity is accelerating more rapidly year-on-year?"
32,Member Analytics Lead; Compliance Officer,Dormant Account Rate; Inactivity Ratio,hard,"Can we quantify the risk of dormant account spikes following specific negative events (e.g., declines, disputes, complaints logged in COMMENT or NOTE tables), and which member or product segments are most sensitive to such triggers?"
32,Member Analytics Lead; Compliance Officer,Dormant Account Rate; Inactivity Ratio,hard,"What are the patterns of reactivation rates for previously dormant accounts by segment and channel, and are there leading indicators in activity history or engagement notes (e.g., LOOKUP, TRACKING) that predict sustained reactivation?"
32,Member Analytics Lead; Compliance Officer,Dormant Account Rate; Inactivity Ratio,hard,"Do accounts that become dormant show significant pre-dormancy declines in ancillary activity (e.g., card usage versus share deposits), and can we segment these by customer profitability tier to assess concentration risk in high-value groups?"
33,Member Analytics Lead; Executive Leadership,Average Account Tenure; Member Lifetime Value (proxy),hard,"Which member cohorts, segmented by account origination year and first product type (e.g., loan, card, share), show the highest early attrition rates within the first 24 months, and what downstream impact does this have on projected member lifetime value?"
33,Member Analytics Lead; Executive Leadership,Average Account Tenure; Member Lifetime Value (proxy),hard,"How do changes in transactional behaviors (declining deposit trends, reduction in card activity, dormant loan repayments) over the last three quarters act as leading indicators for members with low average account tenure?"
33,Member Analytics Lead; Executive Leadership,Average Account Tenure; Member Lifetime Value (proxy),hard,"What proportion of total member lifetime value is concentrated within the top 5% of accounts, and how has this concentration risk shifted over the past two years across different product portfolios?"
33,Member Analytics Lead; Executive Leadership,Average Account Tenure; Member Lifetime Value (proxy),hard,Identify member segments exhibiting recurring late payments or delinquency flags in the loan table within their first 12 months; how do these behaviors correlate with accelerated account closures or reduced cumulative LTV?
33,Member Analytics Lead; Executive Leadership,Average Account Tenure; Member Lifetime Value (proxy),hard,"For members with multiple products (card, loan, share), track the effect of product cross-sell timing on account tenure longevity and map time-based trends in account closure post-product acquisition."
33,Member Analytics Lead; Executive Leadership,Average Account Tenure; Member Lifetime Value (proxy),hard,"Analyze trends in account closure reasons from the PUBLIC.NOTE table over the past 18 months and determine which customer segments (by product mix and account age) most frequently cite dissatisfaction or product switching, impacting tenure and LTV."
33,Member Analytics Lead; Executive Leadership,Average Account Tenure; Member Lifetime Value (proxy),hard,"Of accounts with significant inbound comments or customer complaints in the first 90 days, how does the propensity for early closure or reduced product cross-sell compare to baseline, and which complaint topics pose the highest behavioral risk?"
33,Member Analytics Lead; Executive Leadership,Average Account Tenure; Member Lifetime Value (proxy),hard,Assess concentration of account tenure risk by segmenting by member socioeconomic profile from PUBLIC.LOOKUP and evaluating if certain profiles are statistically overrepresented in the lowest tenure or LTV deciles.
33,Member Analytics Lead; Executive Leadership,Average Account Tenure; Member Lifetime Value (proxy),hard,"For accounts with decreasing engagement in tracking activities (PUBLIC.TRACKING) over three consecutive quarters, what is the subsequent probability of closure within the next six months, and how is this linked to reduced future LTV?"
